Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ISABEL MARIA POLONIO TAVARES;33011338;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DAS FLORES, 0 MURUNDU. 28160-000 Campos dos Goytacazes - RJ.";(22) 27813126;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-21.37805;-41.46838
ESCOLA PARALISADA;EM NOSSA SENHORA DO CARMO;33011346;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"GARRAFAO, SN SANTO EDUARDO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27812628;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SAO JOAO;33011354;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RJ 230 - KM 6, 0 SANTO EDUARDO. SAO ROQUE. 28155-000 Campos dos Goytacazes - RJ.";(22) 981267371;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.3056882;-41.3798592
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTA RITA DE CASSIA;33011362;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL RIBEIRO DE SOUZA, 0 CHAVE DO PARAISO. VILA NOVA. 28165-000 Campos dos Goytacazes - RJ.";(22) 27357007;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.39637;-41.44762
ESCOLA PARALISADA;E M STO ANTONIO;33011370;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA SANTO ANTONIO, SN FAZENDA SANTO ANTONIO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOSE SILVEIRA LUBANCO;33011397;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA TEOTONIO FERREIRA DE ARAUJO, 0 ESPIRITO SANTINHO. 28160-000 Campos dos Goytacazes - RJ.";(22) 27812009;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.265;-41.42695
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE LEONCIO PEREIRA GOMES;33011400;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA RODRIGUES PEIXOTO, 01 SAO SEBASTIAO DE CAMPOS. 28145-000 Campos dos Goytacazes - RJ.";(22) 27217068;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-21.8535760770642;-41.2112080864061
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ATILANO CHRYSOSTOMO DE OLIVEIRA;33011427;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO ACUCAR KM 22, 00 COLEGIO. SATURNINO BRAGA. 28143-000 Campos dos Goytacazes - RJ.";(22) 27211690;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.88698556;-41.20464253
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS;33011435;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 POCO GORDO. 28145-000 Campos dos Goytacazes - RJ.";(22) 27218649;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.83009634;-41.23037341
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JACQUES RICHER;33011443;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ETR DO CAMPO NOVO, 00032 CAMPO NOVO. 28145-000 Campos dos Goytacazes - RJ.";(22) 998791613;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;E MUNICIPAL JOAO BAPTISTA FILHO;33011451;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"BARRA DO JACARE, SN BEIRA DO TAI. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE MARIA ISABEL RANGEL DE ARAUJO;33011460;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AV. PEDRO PEREIRA, 127 VENDA NOVA. 28145-000 Campos dos Goytacazes - RJ.";(22) 27210754;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.78477844;-41.18815243
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALBERTO LAMEGO;33011508;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 POCO GORDO. 28145-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANTONIO CAETANO PEIXOTO;33011516;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA ALTO DO ELIZEU, 0 ALTO DO ELIZEU. 28145-000 Campos dos Goytacazes - RJ.";(22) 27211569;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOAO GOULART;33011524;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 VENDA NOVA. 28145-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM TARCILIO SIQUEIRA CORDEIRO;33011532;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 BEIRA DO TAI. 28145-000 Campos dos Goytacazes - RJ.";(22) 27218885;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-21.82012;-41.15485
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARIA ARLETE AZEVEDO ARAUJO;33011567;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA ALAIR FERREIRA, 0 KM 022. SATURNINO BRAGA. 28143-000 Campos dos Goytacazes - RJ.";(22) 27211581;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALFREDO VIEIRA MACHADO;33011591;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"BR 101 KM 129, 0 SERRINHA. 28118-970 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM AMBROSIO SOUZA;33011613;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO LEITE, 0 SERRINHA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ALMIRANTE BARROSO;33011621;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA GUILHERME MORISSON, 00 TOCOS. 28148-000 Campos dos Goytacazes - RJ.";(22) 27288158;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-21.8976059;-41.28952584
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE DE AZEVEDO;33011656;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA NOSSA SENHORA DA CONCEICAO, 0 PONTA GROSSA. 28148-000 Campos dos Goytacazes - RJ.";(22) 27365530;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.94389;-41.33639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALICERIO RIBEIRO DA SILVA;33011672;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MIGUEL RINALD, 685 CANTO DO RIO - TOCOS. 28148-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANTONIO DE SOUZA RODRIGUES;33011680;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA VIUVA AREAS, S/N COQUEIRO DE TOCOS. 28148-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.88528;-41.30944
ESCOLA PARALISADA;EM BENEDITO RIBEIRO VENANCIO;33011699;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"ESTR DA GOIABA, SN TOCOS. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM COLONIA DE PESCA;33011702;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA JOAO CABRAL NETO, SN PONTA GROSSA DOS FIDALGOS. 28110-000 Campos dos Goytacazes - RJ.";(22) 27365526;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM DOUTOR GETULIO VARGAS;33011710;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MARIA ISABEL GOMES DOS SANTOS, 0 TOCOS. 28080-190 Campos dos Goytacazes - RJ.";(22) 27212554;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.8957652;-41.2889382
ESCOLA PARALISADA;E M EXPEDICIONARIO JOSE AMARO;33011729;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"TOCOS, SN TOCOS. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM GONCALO FRANCISCO NUNES;33011737;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO CARVAO, SN CARVAO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.8476;-41.34536
ESCOLA PARALISADA;E M JOAQUIM DA COSTA WAGNER;33011745;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"ESTRADA DA PATACA, SN PANTALEAO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27227786;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M MARCELO;33011753;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"MARCELO, SN MARCELO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;FUNDACAO MUNICIPAL BAIXADA GOITACA;33011761;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SANTO ANTONIO, 67, SN SANTO ANTONIO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27212552;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALAYR BERNARDES PEREIRA - MUNICIPALIZADA;33011800;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DE BREJO GRANDE, 0 7 DISTRITO DE TRAVES. BREJO GRANDE. 28093-000 Campos dos Goytacazes - RJ.";(22) 998191338;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.67159;-41.26161
ESCOLA PARALISADA;E E MUNICIPALIZADA DR BENEDITO PEREIRA NUNES;33011834;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA MATUTO, SN FAZENDA MATUTO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE NELSON PEREIRA REBEL;33011842;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA ANTONIO LUIZ DA SILVEIRA, 260 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";(22) 27482151;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";;-21.60925301;-41.31128163
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA ELEONORA DA SILVA PINTO VIANA;33011869;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO FIO, 49 KM 013. TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALBERTINA AZEREDO VENANCIO;33011877;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AV ANTONIO LUIS DA SILVEIRA, 204 TRAVESSAO DE CAMPOS. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.60849;-41.3129
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM BARTHOLOMEU LYSANDRO;33011885;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DE BALANCA RANGEL, 0 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.61111;-41.28389
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSOR CARLOS BRUNO;33011893;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 TRAVESSAO. RIBEIRO DO AMARO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.558909;-41.3598129
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CARLOS CHAGAS;33011907;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 JACARANDA - TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-21.6745464;-41.246534
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO RICARDO LYSANDRO DE ALBERNAZ SANTOS;33011923;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA 1, 0 KM 015. TRAVESSAO DE CAMPOS. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO RICARDO LYSANDRO DE ALBERNAZ SANTOS - COMPARTILHADA;33011931;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 215 MUNDEUS. 28175-000 Campos dos Goytacazes - RJ.";(22) 999660052;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6692098;-41.2096864
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM GUIOMAR RAMOS PAES;33011940;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"BALANCA SANTA MARIA, 0 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6318842;-41.2428161
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM IGNACIO CORREA DOS SANTOS;33011958;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA PRINCIPAL, 0 GUANDU. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.55502;-41.32661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE GIRO FAISCA;33011966;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA D, 19 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ETELVIRA MARTINS MEDEIROS;33012016;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA BR 101, SN KM 13. TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";(22) 27481628;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.63961;-41.31199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOAO BATISTA DE AZEREDO;33012024;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA NOSSA SENHORA DA CONCEICAO, 0 TRAVESSAO. 28175-000 Campos dos Goytacazes - RJ.";(22) 27481641;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.60245;-41.31438
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO MUNICIPAL ELOY ORNELAS;33012032;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DO ALTO, 87 VILA NOVA DE CAMPOS. 28165-000 Campos dos Goytacazes - RJ.";(22) 27214460;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ALCEBIADES SCHUARTZ;33012040;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO GOMES DOS SANTOS, 0 CONSELHEIRO JOSINO. 28165-000 Campos dos Goytacazes - RJ.";(22) 27213160;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-21.50203112;-41.34540777
ESCOLA PARALISADA;E E MUNICIPALIZADA HERVAL MANHAES DE LIMA;33012067;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA SAO BENEDITO, SN FAZENDA SAO BENEDITO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE PROFESSOR HERVAL DE SOUZA TAVARES;33012083;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA GETULIO VARGAS, 0 VILA NOVA DE CAMPOS. 28165-000 Campos dos Goytacazes - RJ.";(22) 27214104;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-21.4459652;-41.4061849
ESCOLA PARALISADA;E M QUILOMBO;33012091;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"VILA NOVA, SN VILA NOVA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CONSELHEIRO JOSINO;33012105;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PORFIRIO MOTHE, 0 CONSELHEIRO JOSINO. 28165-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.49703;-41.34191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 461 CLOVIS TAVARES;33093938;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALLAN KARDEC, 0 NOVA BRASILIA. 28055-120 Campos dos Goytacazes - RJ.";(22) 27328671;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.747476;-41.3602763
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 466 NINA ARUEIRA;33093946;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. NOSSA SENHORA DA PENHA, 0 PENHA. 28021-220 Campos dos Goytacazes - RJ.";(22) 27255119;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-21.7983891908079;-41.2862410582602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP BRIZOLAO 481 ARNALDO ROSA VIANA;33094080;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA MARIO MANHAES DE ANDRADE, 0 PARQUE AURORA. 28110-000 Campos dos Goytacazes - RJ.";(22) 27356942;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.7801709;-41.3290679
